,Unnamed: 0,artist,city,venue,showName,genre,weekend,month,maxprice,minprice,id,score,pop
0,The Weeknd0,The Weeknd,México,Foro Sol,The Weeknd Grada,Hip-Hop/Rap,0,9,2611.0,511.0,G5v8Z9pBt_3TE,95,8855000.0
1,The Weeknd1,The Weeknd,México,Foro Sol,The Weeknd Grada,Hip-Hop/Rap,1,9,2661.0,561.0,G5v8Z9brANZPT,95,8855000.0
2,The Weeknd3,The Weeknd,Manchester,Etihad Stadium,The Weeknd: After Hours til Dawn Tour,Hip-Hop/Rap,1,6,374.6,46.6,G5vHZ99JlC3wp,95,2753.0
3,The Weeknd4,The Weeknd,Dublin,Marlay Park,The Weeknd: After Hours til Dawn Tour,Hip-Hop/Rap,0,6,111.0,91.0,G5vOZ99LbwIan,95,1024027.0
4,The Weeknd7,The Weeknd,México,Foro Sol,"The Weeknd General A, General B y discap",Hip-Hop/Rap,0,9,2011.0,1111.0,G5v8Z9pRuHbO_,95,8855000.0
5,The Weeknd8,The Weeknd,México,Foro Sol,"The Weeknd General A, General B y discap",Hip-Hop/Rap,1,9,2061.0,1161.0,G5v8Z9brSwNuu,95,8855000.0
6,The Weeknd10,The Weeknd,Amsterdam,Johan Cruijff ArenA,The Weeknd: After Hours til Dawn Tour,Hip-Hop/Rap,0,6,270.0,46.09,Z698xZbpZ1716-4,95,741636.0
7,The Weeknd11,The Weeknd,Amsterdam,Johan Cruijff ArenA,The Weeknd: After Hours til Dawn Tour,Hip-Hop/Rap,1,6,284.26,51.62,Z698xZbpZ17ay_s,95,741636.0
8,The Weeknd14,The Weeknd,Brussels,King Baudouin Stadium,The Weeknd: After Hours til Dawn Tour,Rock,0,7,243.23,131.66,Z698xZG2ZaGZK,95,1110.0
9,The Weeknd15,The Weeknd,Brussels,King Baudouin Stadium,The Weeknd: After Hours til Dawn Tour,Rock,0,7,189.0,44.0,Z698xZG2Zau3v,95,1110.0
10,The Weeknd17,The Weeknd,Madrid,Estadio Cívitas Metropolitano,The Weeknd: After Hours til Dawn Tour,Rock,0,7,333.1,63.6,Z698xZ2qZaFFR,95,3255944.0
11,The Weeknd18,The Weeknd,Barcelona,Estadi Olímpic Lluis Companys,The Weeknd: After Hours til Dawn Tour,Rock,0,7,328.1,69.1,Z698xZ2qZaFFA,95,3258.0
12,Taylor Swift0,Taylor Swift,Atlanta,Mercedes-Benz Stadium,Taylor Swift | The Eras Tour,Pop,1,4,571.0,109.0,vvG1zZ94XffJmL,100,5605.0
13,Taylor Swift1,Taylor Swift,Washington,9:30 CLUB,The Taylor Party: Taylor Swift Night,Dance/Electronic,0,1,22.0,22.0,G5vfZ9Ke2w0pe,100,5731.0
14,Taylor Swift2,Taylor Swift,Nashville,Brooklyn Bowl Nashville,Taylor Swift Night,Dance/Electronic,0,2,15.0,15.0,rZ7HnEZ1A3jxAA,100,4854.0
15,Taylor Swift3,Taylor Swift,Houston,House of Blues Houston,The Taylor Party: Taylor Swift Night,Dance/Electronic,1,1,20.0,18.0,G5dIZ9bCRofAB,100,3544.0
16,Taylor Swift4,Taylor Swift,Birmingham,Avondale Brewing Co.,The Taylor Party: Taylor Swift Night,Dance/Electronic,0,3,23.0,13.0,G5eZZ9bQau9T6,100,212461.0
17,Taylor Swift5,Taylor Swift,Las Vegas,House of Blues Las Vegas,The Taylor Party: Taylor Swift Night,Dance/Electronic,1,1,20.0,20.0,G5vjZ99ZIFIYy,100,623747.0
18,Taylor Swift6,Taylor Swift,Huntsville,Mars Music Hall,The Taylor Party: Taylor Swift Night,Dance/Electronic,1,4,28.0,13.0,G5eZZ9bQP__0h,100,40938.0
19,Taylor Swift7,Taylor Swift,Wichita,TempleLive Wichita,The Taylor Party: Taylor Swift Night,Dance/Electronic,0,2,20.0,12.0,vvG1bZ9bpQWx59,100,389965.0
20,Taylor Swift8,Taylor Swift,Salt Lake City,The Depot,The Taylor Party: Taylor Swift Night,Dance/Electronic,1,2,15.0,15.0,G5vzZ9brQ2x7Y,100,192672.0
21,Taylor Swift14,Taylor Swift,Boston,Big Night Live,The Taylor Party: Taylor Swift Night ( 18+ ),Dance/Electronic,0,1,25.0,25.0,vvG17Z9KvyvSq0,100,667137.0
22,Taylor Swift15,Taylor Swift,Orlando,House of Blues Orlando,The Taylor Party: Taylor Swift Night - (18+),Dance/Electronic,0,12,70.0,18.0,G5eFZ9KdWEq61,100,270934.0
23,Taylor Swift16,Taylor Swift,Columbia,The Senate,Taylor Swift Dance Party,Pop,0,2,22.0,22.0,G5eVZ99SZz0zb,100,99615.0
24,Taylor Swift17,Taylor Swift,Sacramento,Ace of Spades,The Taylor Party: Taylor Swift Night - 18+,Dance/Electronic,0,12,18.0,18.0,G5vYZ9KdAZEIA,100,490712.0
25,Taylor Swift18,Taylor Swift,Philadelphia,Theatre of Living Arts,The Taylor Party: Taylor Swift Night - (18+),Dance/Electronic,1,1,25.0,15.0,vvG1FZ9pijJBuZ,100,1567442.0
26,Taylor Swift19,Taylor Swift,Detroit,Saint Andrew's Hall,The Taylor Party: Taylor Swift Night (18+),Dance/Electronic,1,2,15.0,15.0,vvG1OZ9b5dZ5Zh,100,677116.0
27,Ed Sheeran0,Ed Sheeran,East Rutherford,MetLife Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,6,165.0,55.0,k7vGF9KMPb7lb,90,9164.0
28,Ed Sheeran1,Ed Sheeran,Inglewood,SoFi Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,9,164.0,54.0,vvG1IZ9KBiqNAT,90,5529.0
29,Ed Sheeran2,Ed Sheeran,Chicago,Soldier Field,Ed Sheeran: +-=÷x Tour,Pop,1,7,155.0,49.0,vvG18Z9KBinKvc,90,6063.0
30,Ed Sheeran3,Ed Sheeran,Foxborough,Gillette Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,7,149.0,49.0,vvG17Z9KMOVfUO,90,5625.0
31,Ed Sheeran4,Ed Sheeran,Tampa,Raymond James Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,5,149.0,49.0,vvG1VZ9KBjfBDh,90,9048.0
32,Ed Sheeran5,Ed Sheeran,Philadelphia,Lincoln Financial Field,Ed Sheeran: +-=÷x Tour,Pop,1,6,149.0,49.0,vvG1FZ9KmMWwng,90,1567442.0
33,Ed Sheeran6,Ed Sheeran,Santa Clara,Levi's® Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,9,159.0,49.0,G5vYZ9KDbiIMY,90,6917.0
34,Ed Sheeran7,Ed Sheeran,Seattle,Lumen Field,Ed Sheeran: +-=÷x Tour,Pop,1,8,149.0,49.0,vvG1HZ9KD5yVsh,90,684451.0
35,Ed Sheeran8,Ed Sheeran,Atlanta,Mercedes-Benz Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,5,154.0,49.0,vvG1zZ9KD9dfLF,90,5605.0
36,Ed Sheeran9,Ed Sheeran,Denver,Empower Field At Mile High,Ed Sheeran: +-=÷x Tour,Pop,1,8,149.0,49.0,G5vzZ9KD2BVm_,90,682545.0
37,Ed Sheeran10,Ed Sheeran,Detroit,Ford Field,Ed Sheeran: +-=÷x Tour,Pop,1,7,149.0,49.0,vvG1OZ9Kl5VK0n,90,677116.0
38,Ed Sheeran11,Ed Sheeran,Las Vegas,Allegiant Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,9,149.0,44.95,G5vjZ9KUI0xQ6,90,623747.0
39,Ed Sheeran12,Ed Sheeran,Nashville,Nissan Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,7,149.0,49.0,G5viZ9KgvXt6F,90,4854.0
40,Ed Sheeran13,Ed Sheeran,Minneapolis,U.S. Bank Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,8,149.0,49.0,vvG1bZ9fF2m6L4,90,410939.0
41,Ed Sheeran14,Ed Sheeran,East Rutherford,MetLife Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,6,151.0,55.0,k7vGF9fKhrKlq,90,9164.0
42,Ed Sheeran15,Ed Sheeran,Landover,FedExField,Ed Sheeran: +-=÷x Tour,Pop,1,6,149.0,49.0,G5vfZ9KDsxEka,90,23078.0
43,Ed Sheeran16,Ed Sheeran,Houston,NRG Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,5,149.0,49.0,G5dIZ9KDlrJxr,90,3544.0
44,Ed Sheeran17,Ed Sheeran,Pittsburgh,Acrisure Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,7,149.0,49.0,G5vbZ9KS2M4Cr,90,304391.0
45,Ed Sheeran18,Ed Sheeran,Foxborough,Gillette Stadium,Ed Sheeran: +-=÷x Tour,Pop,0,6,139.0,49.0,vvG17Z9fRzxfbN,90,5625.0
46,Ed Sheeran19,Ed Sheeran,Kansas City,GEHA Field at Arrowhead Stadium,Ed Sheeran: +-=÷x Tour,Pop,1,8,149.0,49.0,vvG1bZ9KMP7E3I,90,475378.0
47,Justin Bieber5,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER JUSTICE WORLD TOUR,Rock,0,1,310.0,67.2,Z698xZbpZ171vPv,91,741636.0
48,Justin Bieber6,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER JUSTICE WORLD TOUR,Rock,0,1,310.0,67.2,Z698xZbpZ17aUja,91,741636.0
49,Justin Bieber7,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER JUSTICE WORLD TOUR,Rock,1,1,350.0,67.2,Z698xZbpZ17aUrK,91,741636.0
50,Justin Bieber8,Justin Bieber,Krakow,TAURON Arena Kraków,JUSTIN BIEBER JUSTICE WORLD TOUR | Platinum,Rock,1,3,1578.0,1178.0,Z698xZQpZaAOa,91,755050.0
51,Justin Bieber9,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 2: ‘GHOST’ VIP PACKAGE,Rock,0,1,299.0,299.0,Z698xZbpZ17aUjM,91,741636.0
52,Justin Bieber10,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 1: ‘JUSTICE’ VIP EXPERIENCE,Rock,0,1,1034.0,1034.0,Z698xZbpZ17aUjt,91,741636.0
53,Justin Bieber11,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 3: ‘PEACHES’ VIP PACKAGE,Rock,0,1,225.0,225.0,Z698xZbpZ17aUqv,91,741636.0
54,Justin Bieber12,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 1: ‘JUSTICE’ VIP EXPERIENCE,Rock,1,1,1034.0,1034.0,Z698xZbpZ17aUjg,91,741636.0
55,Justin Bieber13,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 2: ‘GHOST’ VIP PACKAGE,Rock,1,1,299.0,299.0,Z698xZbpZ17aUjy,91,741636.0
56,Justin Bieber14,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 3: ‘PEACHES’ VIP PACKAGE,Rock,1,1,225.0,225.0,Z698xZbpZ17aUqA,91,741636.0
57,Justin Bieber16,Justin Bieber,Chicago,Subterranean,Fangirl Fantasy: Ariana Grande vs. Justin Bieber,Dance/Electronic,1,2,18.0,18.0,rZ7HnEZ1A3_K7g,91,6063.0
58,Justin Bieber17,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 4: ‘HOLD ON’ VIP PACKAGE,Rock,0,1,184.0,184.0,Z698xZbpZ17aUqa,91,741636.0
59,Justin Bieber18,Justin Bieber,Amsterdam,Ziggo Dome,JUSTIN BIEBER - VIP 4: ‘HOLD ON’ VIP PACKAGE,Rock,1,1,184.0,184.0,Z698xZbpZ17aUqK,91,741636.0
60,Sam Smith2,Sam Smith,Dublin,3Arena,Sam Smith - Gloria the Tour,Rock,0,4,77.5,57.5,G5vOZ942VGJUS,88,1024027.0
61,Sam Smith3,Sam Smith,Dublin,3Arena,Sam Smith - Gloria the Tour,Rock,1,4,77.5,57.5,G5vOZ94GR3EoK,88,1024027.0
62,Sam Smith4,Sam Smith,London,The O2,Sam Smith - Gloria the Tour,Rock,0,4,104.55,47.05,G5dfZ944H7veI,88,8018.0
63,Sam Smith5,Sam Smith,London,The O2,Sam Smith - Gloria the Tour,Rock,0,4,104.55,47.05,G5dfZ944H7oem,88,8018.0
64,Sam Smith6,Sam Smith,Glasgow,OVO Hydro,Sam Smith - Gloria the Tour,Rock,1,4,80.0,35.0,G5dbZ943hXeA-,88,591620.0
65,Sam Smith7,Sam Smith,Birmingham,Resorts World Arena,Sam Smith - Gloria the Tour,Rock,0,4,88.0,35.0,G5djZ943tBgFA,88,212461.0
66,Sam Smith10,Sam Smith,Amsterdam,Ziggo Dome,Sam Smith - GLORIA the tour,Rock,0,5,198.4,44.8,Z698xZbpZ171k7g,88,741636.0
67,Sam Smith11,Sam Smith,Merksem (Antwerpen),Sportpaleis Antwerpen,SAM SMITH – GLORIA THE TOUR,Rock,0,5,189.95,45.3,Z698xZG2ZaGWa,88,44435.0
68,Sam Smith13,Sam Smith,Atlanta,State Farm Arena,Power 96.1s Jingle Ball Presented By Capital One,Rock,0,12,277.0,33.0,vvG1zZ9KbZrafg,88,5605.0
69,Sam Smith14,Sam Smith,Washington,Capital One Arena,Hot 99.5's Jingle Ball Presented By Capital One,Rock,0,12,400.0,30.0,G5vfZ9K1b9vLI,88,5731.0
70,Drake0,Drake,Peoria,Peoria Civic Center,Bradley Mens Basketball vs Drake,Basketball,1,2,100.0,10.0,vvG1jZ9Kwpn-8S,97,171237.0
71,Drake2,Drake,Chicago,Credit Union 1 Arena at UIC,UIC Flames Men's Basketball v Drake,Basketball,0,1,100.0,15.0,vvG18Z9fQcJNRh,97,6063.0
72,Drake3,Drake,Chicago,Credit Union 1 Arena at UIC,UIC Flames Women's Basketball v Drake,Basketball,1,2,25.0,10.0,vvG18Z9frI7e7Z,97,6063.0
73,Drake5,Drake,Sanford,Tuffy's Music Box,Drake White @ Tuffy's Music Box,Country,0,2,35.0,35.0,rZ7HnEZ1A3q4JA,97,29144.0
74,Drake6,Drake,Ames,Iowa State Cyclones - Hilton Coliseum,Iowa State Cyclones Women's Basketball vs. Drake Bulldogs Womens Basketball,Basketball,0,12,15.0,10.0,vvG1bZ9fmi-xtD,97,26983.0
75,Drake7,Drake,St. Louis,Chaifetz Arena,Saint Louis Billiken Mens Basketball vs. Drake University Mens Basketball,Basketball,1,12,150.0,15.0,vvG1bZ9frZLs6K,97,1116.0
76,Drake8,Drake,Lincoln,Pinnacle Bank Arena,Battle in The Vault COURTSIDE Mississippi State vs. Drake University,Basketball,0,12,50.0,50.0,vvG1bZ98iiJ6BN,97,1013.0
77,Drake9,Drake,Murray,CFSB Center,Murray State Racers Mens Basketball vs. Drake University Mens Basketball,Basketball,0,2,30.0,14.0,vvG1bZ9f2JNd3S,97,49250.0
78,Drake11,Drake,Murray,CFSB Center,Murray State Racers Womens Basketball vs. Drake Bulldogs Womens Basketball,Basketball,0,2,19.0,9.0,vvG1bZ9pxz17X_,97,49250.0
79,Drake12,Drake,Evansville,Ford Center,University of Evansville Aces Mens Basketball vs. Drake University Mens Basketball,Basketball,1,1,147.0,12.0,vvG1fZ989v3k9U,97,5228.0
80,Drake13,Drake,Terre Haute,Hulman Center,Indiana State Sycamores Womens Basketball vs. Drake University Bulldogs Womens Basketball,Basketball,1,1,13.0,7.0,vvG1fZ9KDKBUDh,97,2217.0
81,Rihanna1,Rihanna,Los Angeles,The Moroccan Lounge,Pon de Riri: Rave to Rihanna,World,0,12,15.0,15.0,vvG10Z9bLZE6et,89,1144.0
82,Rihanna2,Rihanna,Philadelphia,Punch Line Philly,Big Wig Taylor Swift vs. Rhianna Brunch: The Ultimate Drag Experience,Performance Art,1,2,72.5,25.0,vvG1FZ9pJ97e8F,89,1567442.0
83,Ariana Grande1,Ariana Grande,Chicago,Subterranean,Fangirl Fantasy: Ariana Grande vs. Justin Bieber,Dance/Electronic,1,2,18.0,18.0,rZ7HnEZ1A3_K7g,90,6063.0
84,David Guetta0,David Guetta,Belfast,Ormeau Park,Belsonic: David Guetta,Dance/Electronic,1,6,53.9,53.9,G5dOZ9bhKpZYB,89,274770.0
85,Harry Styles0,Harry Styles,Inglewood,Kia Forum,Harry Styles Love on Tour 2022: Kia Forum is Harry's House,Pop,0,1,199.5,39.5,vvG10Z91KBmbY5,90,5529.0
86,Harry Styles1,Harry Styles,Inglewood,Kia Forum,Harry Styles Love on Tour 2022: Kia Forum is Harry's House,Pop,0,1,199.5,39.5,vvG10Z91KBAbRs,90,5529.0
87,Harry Styles2,Harry Styles,Inglewood,Kia Forum,Harry Styles Love on Tour 2022: Kia Forum is Harry's House,Pop,1,1,199.5,39.5,vvG10Z91KD6IYl,90,5529.0
88,Harry Styles5,Harry Styles,Whitley Bay,"Playhouse, Whitley Bay",Harry Styles Tribute,Pop,1,2,13.0,13.0,G5dbZ99raqvMp,90,38055.0
89,Harry Styles9,Harry Styles,Red Bank,The Vogel at Count Basie Center for the Arts,Harry Styles + One Direction Dance Party,Dance/Electronic,0,1,40.0,20.0,G5vVZ9o1c0SGG,90,9617.0
90,Harry Styles10,Harry Styles,Coventry,Coventry Building Society Arena,Harry Styles: Love On Tour 2023,Pop,0,5,155.5,51.9,G5djZ9oERM0BN,90,35525.0
91,Harry Styles11,Harry Styles,Coventry,Coventry Building Society Arena,Harry Styles: Love On Tour 2023,Pop,0,5,155.5,51.9,G5djZ9oTE5yWb,90,35525.0
92,Harry Styles15,Harry Styles,London,Wembley Stadium,Harry Styles: Love On Tour 2023,Pop,0,6,155.5,51.9,G5djZ9oJUFdhe,90,8018.0
93,Harry Styles16,Harry Styles,London,Wembley Stadium,Harry Styles: Love On Tour 2023,Pop,0,6,155.5,51.9,G5djZ9oJULKhC,90,8018.0
94,Harry Styles17,Harry Styles,London,Wembley Stadium,Harry Styles: Love On Tour 2023,Pop,0,6,155.5,51.9,G5djZ9oJHTdU0,90,8018.0
95,Harry Styles18,Harry Styles,London,Wembley Stadium,Harry Styles: Love On Tour 2023,Pop,1,6,155.5,51.9,G5djZ9oJWPKTX,90,8018.0
96,Bad Bunny0,Bad Bunny,Asbury Park,House of Independents,Bad Bunny Night,Dance/Electronic,0,2,15.0,15.0,rZ7HnEZ1A3jNq4,99,15818.0
97,Bad Bunny1,Bad Bunny,Palmdale,Transplants Brewing Company,BAD BUNNY HOLIDAY PARTY!,Other,0,12,8.0,8.0,rZ7HnEZ1A3jo4g,99,1308.0
98,Bad Bunny2,Bad Bunny,Portland,Dante's,BAD BUNNY THEMED DANCE NIGHT!,Dance/Electronic,1,12,12.0,12.0,rZ7HnEZ1A3jFF4,99,12710.0
99,Bad Bunny4,Bad Bunny,San Diego,Music Box,Club 90s Presents Bad Bunny Night,Hip-Hop/Rap,0,1,15.0,15.0,rZ7HnEZ1A3q6F4,99,1394928.0
100,Bad Bunny5,Bad Bunny,Houston,House of Blues Houston,Club 90's Presents: Bad Bunny Dance Night,Dance/Electronic,1,12,20.0,15.0,G5dIZ9p9bOJOm,99,3544.0
101,Bad Bunny6,Bad Bunny,Columbia,The Blue Note,Noche de Verano Sin Ti: Celebración de Bad Bunny!,Dance/Electronic,1,1,25.0,15.0,vvG1bZ9pDlnUjG,99,99615.0
102,Bad Bunny7,Bad Bunny,Madison,Majestic Theatre,Noche de Verano Sin Ti: Celebración de Bad Bunny!,Dance/Electronic,0,1,22.0,17.0,vvG1jZ94pLWxqV,99,248951.0
103,Bad Bunny9,Bad Bunny,Chicago,Subterranean,NOCHE DE VERANO SIN TI: BAD BUNNY NIGHT,Dance/Electronic,1,1,15.0,10.0,rZ7HnEZ1A3bge4,99,6063.0
104,Bad Bunny10,Bad Bunny,Cambridge,Middle East - Downstairs,Noche De Verano Sin Ti (Bad Bunny Night),Pop,1,1,20.0,20.0,rZ7HnEZ1A3Q94A,99,2538.0
105,Bad Bunny13,Bad Bunny,Little Rock,The Hall,NOCHE DE VERANO SIN TI - Celebración de Bad Bunny!,World,1,12,30.0,20.0,rZ7HnEZ1A3fxFA,99,1377.0
106,Bad Bunny14,Bad Bunny,Nashville,The Basement East,NOCHE DE VERANO SIN TI - Celebración de Bad Bunny,Dance/Electronic,0,12,15.0,15.0,rZ7HnEZ1A3_evg,99,4854.0
107,Bad Bunny15,Bad Bunny,Columbus,Skully's Music Diner,Noche de Verano Sin Ti (Bad Bunny Night) - A DANCE PARTY!,Other,1,1,15.0,15.0,rZ7HnEZ1A3bfu4,99,850106.0
108,Bad Bunny16,Bad Bunny,Orlando,Will's Pub,NOCHE DE VERANO SIN TI 🔥  ¡Celebración de Bad Bunny! 💃🕺🏻,Hip-Hop/Rap,0,12,20.0,20.0,rZ7HnEZ1A3pFJ4,99,270934.0
109,Coldplay4,Coldplay,St Petersburg,Duke Energy Center for the Arts - Mahaffey Theater,Beethoven x Coldplay,Classical,0,5,50.0,21.0,vvG1VZ93M11CVX,88,257083.0
110,Coldplay7,Coldplay,Brampton,Spot 1 Grill & Music Hall,COLDPLAY Tribute X&Y,Rock,1,3,16.95,16.95,rZ7HnEZ1A3_NFA,88,4001.0
111,Coldplay8,Coldplay,Manchester,Etihad Stadium,COLDPLAY: MUSIC OF THE SPHERES WORLD TOUR 2023,Rock,0,5,288.5,25.0,G5vHZ9o2DvAqs,88,2753.0
112,Coldplay9,Coldplay,Manchester,Etihad Stadium,COLDPLAY: MUSIC OF THE SPHERES WORLD TOUR 2023,Rock,0,6,288.5,25.0,G5vHZ9ofs-v_W,88,2753.0
113,Coldplay10,Coldplay,Manchester,Etihad Stadium,COLDPLAY: MUSIC OF THE SPHERES WORLD TOUR 2023,Rock,1,6,303.5,25.0,G5vHZ9oLMLgbE,88,2753.0
114,Coldplay11,Coldplay,Manchester,Etihad Stadium,COLDPLAY: MUSIC OF THE SPHERES WORLD TOUR 2023,Rock,1,6,288.5,25.0,G5vHZ9oLMO4bt,88,2753.0
115,Eminem0,Eminem,Rosemont,Joe's Live Rosemont,SHADY: A Live Band Tribute To The Music Of Eminem,Other,1,1,8.0,8.0,rZ7HnEZ1A3_3Og,92,22681.0
116,Elton John0,Elton John,Liverpool,M&S Bank Arena Liverpool,Elton John,Rock,0,3,899.0,45.0,G5vHZ4pLy5lOu,85,2294.0
117,Elton John1,Elton John,Liverpool,M&S Bank Arena Liverpool,Elton John,Rock,0,3,899.0,45.0,G5vHZ4pLMz5rY,85,2294.0
118,Elton John2,Elton John,Birmingham,Resorts World Arena,Elton John,Rock,1,3,899.0,45.0,1AMZA4EGkdzh_Tt,85,212461.0
119,Elton John3,Elton John,Dublin,3Arena,Elton John,Rock,0,3,196.62,108.11,1AvOZ4pGkUoZvjE,85,1024027.0
120,Elton John4,Elton John,Dublin,3Arena,Elton John,Rock,0,3,196.62,108.11,1AbZAqvGkdeGeO4,85,1024027.0
121,Elton John5,Elton John,Belfast,"The SSE Arena, Belfast",Elton John,Rock,0,3,166.5,91.5,1AdOZ4pGkwDy8M2,85,274770.0
122,Elton John6,Elton John,London,The O2,Elton John,Rock,1,4,901.0,51.5,17u8vpG6GBGDeVa,85,8018.0
123,Elton John7,Elton John,London,The O2,Elton John,Rock,0,4,901.0,51.5,1AgZAqdGkdDQkBQ,85,8018.0
124,Elton John8,Elton John,London,The O2,Elton John,Rock,0,4,899.0,45.0,1AgZA4YGkeglUU8,85,8018.0
125,Elton John9,Elton John,London,The O2,Elton John,Rock,1,4,899.0,45.0,1AgZA4EGkdUBAJP,85,8018.0
126,Elton John10,Elton John,London,The O2,Elton John,Rock,1,4,899.0,45.0,1AgZA4EGkdgngPW,85,8018.0
127,Elton John11,Elton John,London,The O2,Elton John,Rock,0,4,901.0,51.5,16gZAq7P_ZAud7A1,85,8018.0
128,Elton John12,Elton John,London,The O2,Elton John,Rock,0,4,899.0,45.0,1AdfZ4pGkBDNUqh,85,8018.0
129,Elton John13,Elton John,London,The O2,Elton John,Rock,1,4,899.0,45.0,17u8vpG6C1hhZBQ,85,8018.0
130,Elton John14,Elton John,London,The O2,Elton John,Rock,0,4,899.0,45.0,1AgZA4YGkd0CE2q,85,8018.0
131,Elton John15,Elton John,London,The O2,Elton John,Rock,0,5,899.0,45.0,G5dfZ9f26zddl,85,8018.0
132,Elton John16,Elton John,Manchester,AO Arena,Elton John,Rock,0,5,899.0,51.95,G5vHZ4pLi0QWi,85,2753.0
133,Elton John17,Elton John,Manchester,AO Arena,Elton John,Rock,0,6,899.0,45.0,G5vHZpAkT5AnY,85,2753.0
134,Elton John18,Elton John,Manchester,AO Arena,Elton John,Rock,1,6,899.0,51.95,G5vHZ4pLiXnX5,85,2753.0
135,Imagine Dragons0,Imagine Dragons,Milwaukee,Henry Maier Festival Park (Summerfest Grounds),Imagine Dragons,Rock,1,7,231.38,87.63,vvG1jZ9pxhDoYZ,88,600155.0
136,Imagine Dragons1,Imagine Dragons,Cape Town,DHL Stadium,Imagine Dragons,Rock,0,2,9000.0,450.0,Z198xZ05ZAAe,88,3433441.0
137,Imagine Dragons2,Imagine Dragons,Johannesburg,FNB Stadium,Imagine Dragons,Rock,1,2,10560.0,575.0,Z198xZ05ZAA7,88,2026469.0
138,Imagine Dragons3,Imagine Dragons,México,Foro Sol,Imagine Dragons Platino,Rock,0,5,2180.0,2180.0,G5v8Z999AZwgb,88,8855000.0
139,Imagine Dragons4,Imagine Dragons,México,Foro Sol,Imagine Dragons Numerado,Rock,0,5,3980.0,500.0,G5v8Z9prGfo-0,88,8855000.0
140,Imagine Dragons5,Imagine Dragons,Abu Dhabi,"Etihad Arena, Yas Bay",IMAGINE DRAGONS ‘MERCURY WORLD TOUR’,Theatre,0,1,1140.0,275.0,Z598xZ52Z1dk1,88,603492.0
141,Imagine Dragons6,Imagine Dragons,Warsaw,PGE Narodowy,Imagine Dragons: Mercury World Tour,Rock,0,8,1177.0,118.0,Z698xZQpZak0a,88,1695.0
142,Imagine Dragons7,Imagine Dragons,México,Foro Sol,Imagine Dragons Pit A y B,Rock,0,5,4500.0,4500.0,G5v8Z99ddvPFW,88,8855000.0
143,Imagine Dragons8,Imagine Dragons,México,Foro Sol,Imagine Dragons General B y Discap,Rock,0,5,980.0,980.0,G5v8Z9pr-ax0W,88,8855000.0
144,Imagine Dragons9,Imagine Dragons,Warsaw,PGE Narodowy,Imagine Dragons: Mercury World Tour | VIP,Rock,0,8,2193.0,893.0,Z698xZQpZakJ6,88,1695.0
145,Imagine Dragons11,Imagine Dragons,México,Foro Sol,Estacionamiento Imagine Dragons,Fitness,0,5,200.0,200.0,G5v8Z9prKh-zb,88,8855000.0
146,Imagine Dragons15,Imagine Dragons,Leeds,Bramham Park,Leeds Festival 2023 - Weekend,Rock,0,8,265.0,265.0,G5dfZ98Nduo-7,88,2080.0
147,Imagine Dragons17,Imagine Dragons,Reading,Reading Festival,Reading Festival 2023 - Weekend Tickets,Rock,0,8,265.0,265.0,G5djZ913mkNJD,88,1771.0
148,Bruno Mars0,Bruno Mars,Lincoln,The Venue at Thunder Valley Casino Resort,Bruno Mars,Rock,1,2,679.95,299.95,G5vYZ9KB3FEGR,88,1013.0
149,Bruno Mars1,Bruno Mars,Las Vegas,Dolby Live,Bruno Mars Las Vegas,Rock,0,12,1400.0,350.0,G5ezZ93TYm0uS,88,623747.0
150,Bruno Mars2,Bruno Mars,Las Vegas,Dolby Live,Bruno Mars Las Vegas,Rock,1,12,1400.0,295.0,G5ezZ93TYRfuM,88,623747.0
151,Bruno Mars3,Bruno Mars,Las Vegas,Dolby Live,Bruno Mars Las Vegas,Rock,0,1,1150.0,115.0,G5ezZ9429QIFV,88,623747.0
152,Bruno Mars4,Bruno Mars,Las Vegas,Dolby Live,Bruno Mars Las Vegas,Rock,0,2,1800.0,150.0,G5ezZ9429Oza6,88,623747.0
